platform,water_depth,weight,installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure,distance_to_coast,risk_to_other_users-complete ,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete,energy_consumption-partial,emissions-complete,emissions-partial,impacts_of_option-complete,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-partial
24.0,141.0,15559.0,1976.0,4.0,6.0,30.0,147.0,118.0,2.0,-0.061908893802943454,-0.059555855471780376,297658.0,530148.0,24276.0,31063.0,0.564653890110703,-0.1080903600970819,0.0,0.0,0.5971852999306604,2.0,1.0,0.8337965978659514
27.0,154.0,27645.0,1979.0,5.0,8.0,28.0,165.0,239.0,0.0,0.030456148359414653,-0.24227905514662174,487751.0,570814.0,40417.0,45267.0,0.5095703564141665,0.6604968203348651,0.0,0.0,1.0534859900797109,1.0,0.0,0.5976844066807633
27.0,102.0,18580.0,1985.0,1.0,4.0,24.0,122.15493662837,228.0,0.0,-0.11286596598126945,-0.3421960916964929,733080.0,511765.0,59589.0,41166.0,0.43275917380055234,0.41241394041001544,0.3044263943782562,2.0,1.2584928917707006,1.0,2.0,0.8071202709111158
29.0,143.0,17500.0,1985.0,6.0,5.0,17.0,154.0,126.0,0.0,-0.2938769377116036,-0.01416505140312263,520000.0,568000.0,42002.0,43998.0,0.4827931924455842,0.4621067371291602,1.100585058967299,0.0,0.0,4.0,1.0,0.5175391564873754
29.0,118.0,10054.0,1993.0,2.0,1.0,5.0,133.0,282.0,3.0,-0.4102402844338696,0.8740259442284848,469820.0,433180.0,37159.0,32194.0,0.44040152828488344,0.10582299194714423,0.9700937546091938,0.8582909253951939,0.8014698585303679,1.0621831851674928,0.8061554738971305,0.5675653385299644
3.0,100.0,21999.0,1991.0,2.0,6.0,8.0,115.0,189.0,2.0,0.40780923908580424,-0.08789409683197771,1110101.0,817000.0,86999.0,58501.0,0.13279451975769174,0.0,0.0,1.0607703056563338,0.5560288982591421,0.7060620167224685,0.622318749357592,0.26222860513599344
1.0,109.0,30367.0,1979.0,1.0,5.0,7.0,120.0,210.0,3.0,-0.35793293377290597,-0.13125705143461422,1180500.0,895504.0,92001.0,64003.0,0.768284536578825,1.0,4.0,0.9285516869917042,0.6255924109172304,0.4659173128938675,0.3501899551103226,0.9236046363631929
22.0,141.0,15563.0,1977.0,1.0,12.0,28.0,143.0,121.0,2.0,-0.628184886606971,0.12004911939886534,297655.0,530152.0,24277.0,31064.0,0.6857227439108184,-0.10213621787166163,0.0,0.0,0.420657139731733,0.0,0.0,0.977117901699165
28.0,156.0,27647.0,1982.0,2.0,8.0,31.0,163.0,239.0,2.0,-0.25410097134186693,-0.5839169921893664,487751.0,570820.0,40418.0,45262.0,0.9955454127920947,0.709035541757393,4.0,0.0,0.47073509829888716,2.0,3.0,0.4402502136430968
23.0,106.0,18586.0,1984.0,2.0,9.0,22.0,122.2453532366965,233.0,0.0,-0.023667212638667542,-0.2192617229762816,733079.0,511763.0,59589.0,41172.0,0.35581738140348784,0.38247937728504106,0.12868965497351995,4.0,0.9412808685714802,0.0,2.0,1.16814198729222
24.0,143.0,17499.0,1985.0,5.0,10.0,16.0,157.0,129.0,2.0,0.08060097356178417,0.7868061641651137,520004.0,568001.0,42001.0,44000.0,0.8047614870840044,0.4710252045912843,0.30903117330651003,0.0,3.0,0.0,0.0,0.7249847665883742
28.0,115.0,10053.0,1990.0,0.0,4.0,3.0,136.0,286.0,1.0,-0.19908763730960535,-0.10898764390795168,469820.0,433182.0,37162.0,32189.0,0.300464509546578,0.07098892208212626,0.5274282567361219,0.7774763353111822,0.8344091427933985,0.8085043030872624,0.8511441914980454,1.0825542435362228
1.0,100.0,22004.0,1987.0,2.0,6.0,7.0,116.0,184.0,4.0,0.04531129691123659,0.09911276449663804,1110102.0,817000.0,87004.0,58501.0,0.08231571305511307,0.0,0.0,1.1912455577870698,1.108029747390787,0.4652036460273009,0.7820868756430096,0.9558516996166866
0.0,112.0,30364.0,1987.0,4.0,6.0,7.0,121.0,206.0,0.0,0.13165842516222104,-0.282027497980607,1180502.0,895500.0,91998.0,64000.0,0.9870971521770829,4.0,0.0,0.9115068185156803,0.5849707802483197,0.9446514399913162,0.26558536633822477,0.3610372505831236
17.0,142.0,15562.0,1980.0,4.0,11.0,24.0,149.0,124.0,0.0,0.0934588939430541,-0.0603525920926493,297653.0,530148.0,24277.0,31065.0,0.9141026033894594,0.16852859481182225,1.0,2.0,1.1957451787283255,0.0,1.0,0.7133702059278308
29.0,152.0,27648.0,1982.0,3.0,7.0,33.0,167.0,238.0,1.0,0.20806133016877143,-0.03583819570207818,487749.0,570817.0,40417.0,45265.0,0.9629012180053931,0.359224229495533,4.0,0.0,0.2983810863229941,1.0,2.0,0.4238947187406804
25.0,101.0,18583.0,1984.0,2.0,9.0,18.0,122.54514785832723,233.0,0.0,0.0963137377801781,-0.3610050574724521,733082.0,511768.0,59584.0,41168.0,0.4675068977912796,0.19268875832725718,-0.06672643834099724,1.0,1.0751887566403064,1.0,1.0,0.6904448834977919
25.0,147.0,17501.0,1985.0,5.0,9.0,21.0,153.0,129.0,0.0,0.1306238683585345,0.05847222311039179,520000.0,568001.0,42000.0,44003.0,0.1434866764721448,0.3294954128743801,0.7752349571059256,4.0,4.0,0.0,3.0,0.7659582042459814
31.0,113.0,10054.0,1994.0,0.0,3.0,2.0,133.0,284.0,0.0,0.059326277640014156,0.24851058190700978,469826.0,433182.0,37162.0,32192.0,0.137525754076758,0.18257356347114442,0.5776783998722786,1.092764568811969,0.9565562473255438,0.27756244898031557,0.9900094995631974,0.32013379742221765
3.0,96.0,22000.0,1985.0,5.0,12.0,10.0,118.0,184.0,1.0,0.38653534707426646,-0.1176488647689636,1110098.0,816997.0,86996.0,58500.0,0.6699821427499321,0.0,0.0,0.6193906690102366,1.4020639361464249,0.3928949145861937,0.07602685993374947,0.47803483650726164
5.0,113.0,30360.0,1984.0,0.0,8.0,6.0,125.0,204.0,0.0,0.3033463174138174,-0.25870355183063654,1180499.0,895501.0,92000.0,64000.0,-0.09310387566293571,0.0,0.0,0.9314370731570296,1.1998186045562573,0.2931198130646359,0.703203995124507,0.9529054732396006
19.0,138.0,15564.0,1975.0,0.0,9.0,23.0,150.0,117.0,1.0,0.3440253188510911,0.04700718247937191,297652.0,530151.0,24280.0,31060.0,0.2647482839639074,0.02461686889247608,0.0,0.0,0.5042367858658021,1.0,1.0,0.12462433756414892
22.0,155.0,27646.0,1978.0,2.0,9.0,28.0,169.0,239.0,0.0,-0.6546138456831967,0.2418569473480459,487750.0,570816.0,40415.0,45265.0,0.04157987847349348,0.22550593957619014,2.0,5.0,0.25317359235851244,2.0,0.0,0.7039522579942581
29.0,99.0,18583.0,1981.0,0.0,8.0,18.0,122.17584039233004,234.0,1.0,0.028811558227277795,0.11697080426532849,733081.0,511764.0,59586.0,41171.0,0.615971424839871,0.0071122272063319225,0.010758371228104927,2.0,0.8061357785473824,1.0,4.0,0.6544470384220124
28.0,143.0,17500.0,1986.0,3.0,8.0,20.0,155.0,131.0,1.0,-0.03488862562654457,-0.01918335091401687,520001.0,568002.0,41997.0,43998.0,0.5765725054703607,-0.12947981478257362,0.14085426514078053,1.0,2.0,2.0,0.0,0.09634860812200743
28.0,114.0,10051.0,1992.0,2.0,1.0,3.0,138.0,281.0,2.0,0.18095479603302905,0.4752916103902525,469823.0,433180.0,37162.0,32194.0,0.1342253371113038,-0.014500240093499484,0.1733478885346479,1.2668276898670936,0.7308032848285164,0.7504933263751759,0.8811889679389355,0.7273919222314532
2.0,97.0,21998.0,1987.0,0.0,5.0,7.0,115.0,191.0,2.0,0.2856546543936766,0.29949894201841754,1110097.0,816999.0,87001.0,58498.0,0.6359651015301904,0.0,2.0,0.7391106023504588,0.6210125580237285,0.4106150669231837,-0.08713737440871,0.7748810755813289
0.0,113.0,30366.0,1985.0,5.0,10.0,8.0,126.0,206.0,2.0,0.2199767716530048,-0.131240315404204,1180500.0,895498.0,92000.0,64001.0,0.4940609214060275,0.0,1.0,0.4683224316207497,0.912259266307454,1.0376498656124908,0.6033509659817022,0.4443483575261691
20.0,141.0,15559.0,1975.0,1.0,9.0,27.0,149.0,119.0,0.0,0.28819632271771223,-0.0692160977861704,297655.0,530148.0,24276.0,31066.0,0.017296085662032834,0.38764746260452365,0.0,0.0,0.6447450548486615,2.0,3.0,0.7740229190623492
26.0,159.0,27647.0,1979.0,3.0,10.0,28.0,168.0,237.0,3.0,0.007627850954984999,0.11722481143757767,487747.0,570819.0,40417.0,45266.0,0.5423288305185934,0.26543780586450727,2.0,4.0,0.7734582826897345,0.0,5.0,0.5701319056354441
24.0,107.0,18583.0,1983.0,5.0,10.0,20.0,122.4756752297889,228.0,0.0,0.10253121965547268,0.24125492285963973,733080.0,511765.0,59584.0,41169.0,0.643014147174613,0.10639417553575611,-0.30832954132296975,0.0,0.9654898866299778,2.0,2.0,1.3070869204447593
27.0,148.0,17497.0,1983.0,0.0,5.0,18.0,152.0,128.0,0.0,0.08045134912741853,0.012175835566301117,520004.0,567997.0,41997.0,43998.0,0.5576007924302755,0.464281124949749,0.4070754496421315,3.0,0.0,2.0,4.0,0.6599727456938235
31.0,116.0,10054.0,1995.0,1.0,6.0,1.0,132.0,281.0,0.0,-0.4708477863790521,0.006499773754683746,469823.0,433183.0,37162.0,32191.0,0.24162675737492337,0.3501166754213549,0.6505180999895518,1.3128484239928309,0.7954417694810535,0.6804451849672895,0.872837764538194,0.9655085264609213
1.0,98.0,22000.0,1989.0,5.0,6.0,6.0,117.0,183.0,5.0,0.26636649910393856,0.064124182673934,1110101.0,816999.0,87003.0,58498.0,0.035305888526512785,0.0,0.0,0.5405150994561829,1.193106323068189,0.7799014563339979,0.6113155234512889,0.44483569038938037
0.0,115.0,30364.0,1982.0,2.0,7.0,9.0,125.0,204.0,1.0,0.7893809927238202,0.1011434155848005,1180498.0,895501.0,92002.0,64002.0,1.0462109253138918,0.0,0.0,0.9371795467147823,0.5104399480997807,0.8345030451417412,0.14131486200738785,0.4089856161204135
21.0,141.0,15561.0,1978.0,2.0,7.0,28.0,146.0,123.0,1.0,-0.11047479405576623,0.46210130139522754,297650.0,530149.0,24277.0,31064.0,0.8169516600552241,0.15454693928392849,0.0,3.0,0.7266827830222706,0.0,0.0,0.19655404235546292
25.0,157.0,27648.0,1980.0,2.0,9.0,33.0,163.0,241.0,2.0,0.39847479568735433,0.47738160196265933,487750.0,570814.0,40418.0,45265.0,1.1859579452314317,0.9647025585390592,1.0,0.0,1.2496458617111494,0.0,1.0,0.5382105245796628
26.0,103.0,18582.0,1981.0,6.0,5.0,20.0,122.91757827568749,226.0,1.0,0.3679631189217332,-0.02846047786463518,733079.0,511764.0,59589.0,41170.0,0.6472922523054402,0.360781485109013,0.30473076809127886,1.0,1.0607996816896161,3.0,3.0,1.0406771167385513
28.0,141.0,17500.0,1981.0,2.0,12.0,23.0,156.0,129.0,0.0,-0.03233902146341203,0.25533991258958166,519998.0,568002.0,42000.0,44000.0,0.8514240257587646,0.5675303052486295,0.23750200689018935,0.0,0.0,0.0,1.0,-0.05509030109970675
27.0,115.0,10053.0,1995.0,2.0,4.0,6.0,136.0,284.0,0.0,0.3148899907806642,0.09240259757971725,469820.0,433179.0,37162.0,32190.0,0.8272121202897035,-0.219155488781586,0.6866422717983929,1.131669242049809,1.3290170429022365,0.8606463446278241,1.6112886029167952,0.6062112670424427
5.0,99.0,22004.0,1988.0,0.0,10.0,10.0,110.0,188.0,3.0,0.18812625946411995,0.5813551840895748,1110097.0,816998.0,86999.0,58500.0,0.8833367733206106,2.0,4.0,1.2748426326591589,0.9804996014673786,0.4614921983096425,0.4656453757530989,0.801893219120419
2.0,112.0,30365.0,1980.0,3.0,6.0,12.0,125.0,206.0,0.0,-0.002637432126550182,0.033229380019519895,1180497.0,895498.0,92001.0,64004.0,0.35859623609607044,3.0,1.0,0.621492593747477,1.0459291350227755,0.5596149689117418,0.2599804482043307,0.4166797360785136
21.0,142.0,15559.0,1979.0,1.0,8.0,24.0,147.0,120.0,0.0,-0.33608047392236085,0.08511231817174611,297656.0,530150.0,24278.0,31065.0,0.7688422059382969,0.6772816927136133,0.0,1.0,1.3123473873423899,2.0,4.0,0.6359764320900874
22.0,158.0,27648.0,1979.0,1.0,4.0,31.0,168.0,237.0,0.0,-0.0037089184422756938,-0.31223333297423145,487749.0,570819.0,40419.0,45267.0,0.6499660842521112,0.9122220599116445,2.0,1.0,0.4405036789430906,2.0,0.0,0.3083601938562125
26.0,103.0,18586.0,1985.0,6.0,6.0,23.0,122.62781075019635,229.0,0.0,-0.1284680343342036,0.6146945990200647,733084.0,511768.0,59587.0,41170.0,0.5033990650605776,0.35166074809362224,0.33110608298384897,0.0,1.2051469796913024,0.0,1.0,0.4533297649894884
28.0,142.0,17502.0,1984.0,5.0,5.0,19.0,152.0,130.0,1.0,-0.4169692048773977,0.06540941046294368,519999.0,567999.0,42001.0,43998.0,0.6768071860525976,0.4453210712188469,0.4696316923228179,2.0,3.0,0.0,1.0,0.6912441037511672
30.0,118.0,10056.0,1993.0,4.0,6.0,9.0,136.0,282.0,1.0,0.560253935243079,-0.16756977617011773,469826.0,433178.0,37163.0,32189.0,0.22724389844598314,0.41184795118542283,0.4268015734476169,0.887811930464228,0.3191059968119798,1.0764696997205543,1.03655922036125,0.8672008267254183
0.0,100.0,21997.0,1991.0,2.0,9.0,8.0,112.0,188.0,2.0,0.23596977169842073,0.6277297076094012,1110103.0,816999.0,86998.0,58497.0,0.5314453266465684,0.0,0.0,0.6018683434579478,0.6473524393826603,0.027442386462886825,0.17716446366942576,0.45532197675628094
1.0,112.0,30364.0,1980.0,0.0,5.0,6.0,121.0,209.0,2.0,-0.039802900939162805,0.27806152877301205,1180504.0,895499.0,91996.0,63997.0,0.7497822273675194,1.0,5.0,0.10605923627484393,0.6196691698961593,0.8863581282096531,0.1743965651685946,0.12285117365588244
17.0,142.0,15561.0,1979.0,3.0,8.0,24.0,149.0,123.0,0.0,-0.10831226349230386,0.02034561610141858,297656.0,530148.0,24278.0,31065.0,0.6983764737378741,0.46330187684794083,4.0,0.0,0.8050201809713478,4.0,0.0,0.07485764719311078
28.0,153.0,27646.0,1982.0,1.0,7.0,28.0,163.0,240.0,2.0,0.08293424797504043,-0.23251685432167268,487751.0,570817.0,40415.0,45263.0,0.1963754694935083,0.5934019981750471,2.0,3.0,0.7376637342300598,4.0,3.0,0.723817627763069
26.0,100.0,18586.0,1987.0,5.0,7.0,21.0,122.88813621586543,227.0,0.0,-0.12061273585215378,0.3312354824404227,733082.0,511763.0,59588.0,41168.0,0.4737838032526247,0.65901639566319,0.3061590937605996,1.0,1.138051713900407,1.0,2.0,0.46212275358562915
30.0,141.0,17501.0,1983.0,0.0,11.0,24.0,155.0,129.0,0.0,-0.11311182117292239,0.3282582777324846,520002.0,568002.0,41999.0,43999.0,0.8948524170465584,0.25555755419721427,1.1571588216059452,1.0,2.0,1.0,1.0,1.0279527603777887
33.0,118.0,10051.0,1992.0,0.0,4.0,7.0,136.0,280.0,4.0,0.42137637984225684,0.22394772708466365,469822.0,433179.0,37163.0,32195.0,0.4739816024663534,0.8575714233748345,0.5700918910664681,1.132021357403445,0.4741516510223316,0.9874526052290751,0.9104249162251375,0.7938993144362166
2.0,99.0,21999.0,1986.0,0.0,9.0,8.0,113.0,186.0,0.0,0.6180754349014852,0.11222163215970302,1110099.0,817004.0,87003.0,58498.0,0.31482814206499676,2.0,2.0,1.2243054663109056,0.6201812725237688,0.8054902225947423,0.46318753492404985,0.5504286564827598
2.0,111.0,30364.0,1985.0,0.0,7.0,8.0,122.0,210.0,0.0,0.4751260238734846,0.3166587485277535,1180503.0,895500.0,91999.0,64000.0,-0.027885488251085,2.0,4.0,0.35080810990587946,1.3736428619114474,0.8345323452133007,0.5486796469727995,0.6177300962030101
19.0,144.0,15558.0,1980.0,3.0,12.0,26.0,151.0,117.0,0.0,0.10245108772669484,-0.18445199800196144,297654.0,530150.0,24273.0,31066.0,0.2333669567320107,0.29437998262682447,0.0,5.0,0.45271056481890515,5.0,0.0,0.39869044873355763
24.0,156.0,27646.0,1982.0,1.0,6.0,31.0,166.0,239.0,3.0,-0.02827504931186385,-0.3329696938707911,487750.0,570821.0,40417.0,45262.0,0.4018600300454635,0.820803909608494,1.0,1.0,0.8834296845900376,0.0,0.0,0.933415574418173
28.0,104.0,18586.0,1986.0,5.0,7.0,18.0,122.46473078566518,231.0,4.0,-0.1893381283172238,0.26343057167633344,733082.0,511766.0,59590.0,41169.0,0.2618568363496766,0.6181012236395373,-0.3326955376247043,0.0,0.9308380859007268,3.0,0.0,0.9862484489844286
28.0,146.0,17499.0,1983.0,5.0,9.0,19.0,152.0,128.0,0.0,-0.09443545419129265,-0.19496243261896282,520002.0,568001.0,42000.0,43999.0,0.8818650478888285,0.4124033954438273,0.8336617827799038,3.0,0.0,0.0,3.0,0.9080810454525258
31.0,113.0,10056.0,1996.0,0.0,3.0,7.0,138.0,283.0,3.0,0.1353764468670231,-0.20360136524368727,469823.0,433180.0,37161.0,32194.0,0.7989009818139954,0.0951498207065199,1.0122908463057532,0.5964460880490406,0.594719650326186,0.6717197697684832,0.7256585138983531,0.9248460816735005
0.0,97.0,22001.0,1985.0,5.0,10.0,8.0,113.0,186.0,2.0,0.6765630233996096,0.434152663101557,1110100.0,817001.0,86998.0,58500.0,0.30850032226975177,3.0,0.0,0.7878411862876504,0.8750188310961179,0.04508818386166691,0.5547230895089867,0.5090170792257764
2.0,112.0,30367.0,1984.0,3.0,8.0,9.0,121.0,205.0,0.0,0.36702666942614026,0.4817613024206739,1180500.0,895501.0,92003.0,63996.0,-0.018659312028878328,0.0,5.0,0.5278706899974043,0.7545810020245058,0.4781073854228849,1.0380104659343383,0.44795339651037686
23.0,144.0,15557.0,1981.0,4.0,8.0,26.0,143.0,120.0,0.0,0.2044076436237212,0.058807755316572924,297657.0,530146.0,24278.0,31062.0,0.8363725105256772,0.12379221128330932,2.0,0.0,1.2378014948984688,3.0,2.0,0.31002203677877255
26.0,155.0,27646.0,1977.0,3.0,6.0,34.0,169.0,243.0,2.0,0.06518626826624047,-0.18779760326199657,487753.0,570817.0,40418.0,45265.0,0.5727451462273041,0.3170793683644948,2.0,2.0,1.0054632708585882,1.0,0.0,0.490562665020039
26.0,102.0,18583.0,1985.0,5.0,8.0,20.0,122.75585856433067,229.0,1.0,-0.09941815674171822,-0.2859136532869244,733082.0,511766.0,59586.0,41170.0,0.9121792290924702,0.3936620366502386,0.3378872661928992,0.0,0.42016083617282896,0.0,4.0,1.0401533633232025
27.0,145.0,17500.0,1983.0,3.0,5.0,20.0,151.0,133.0,0.0,0.6693233528283118,0.45292299513761636,520003.0,567998.0,41998.0,44000.0,0.38637971918597114,0.4076593126028618,0.5311216411155228,3.0,4.0,2.0,0.0,0.9094036018562072
30.0,113.0,10053.0,1995.0,2.0,5.0,3.0,132.0,285.0,4.0,0.3433375507336503,0.5470738097165312,469823.0,433175.0,37164.0,32191.0,0.17255573045207537,0.1428498195320264,0.9853983901875553,0.645319582586472,0.46386343037518046,1.1755900969477833,1.0731504461353256,0.8995373688241293
2.0,99.0,21998.0,1988.0,0.0,9.0,8.0,113.0,188.0,1.0,0.581759089454501,-0.16721721167378956,1110100.0,816998.0,87001.0,58500.0,0.22931495733557306,2.0,1.0,1.2347470769483655,0.2735623854040988,0.9011229892499267,0.4465989498480959,0.956776215801906
3.0,112.0,30365.0,1985.0,1.0,12.0,12.0,126.0,209.0,1.0,0.3326619534880001,-0.07895477703070936,1180496.0,895499.0,92002.0,64003.0,0.5528850224828574,0.0,3.0,0.5496103617665575,0.9740764171432628,0.40524644337527455,0.44119820411275573,0.9515737385223324
19.0,141.0,15560.0,1976.0,3.0,8.0,25.0,150.0,118.0,0.0,0.1384408624920454,0.2857310885505475,297654.0,530148.0,24277.0,31068.0,0.4950420677810168,0.19513418137458782,0.0,1.0,0.7505202575223952,2.0,0.0,0.3091126023280473
27.0,158.0,27647.0,1976.0,0.0,8.0,31.0,167.0,240.0,0.0,-0.15181199488940683,-0.0377197208471005,487748.0,570816.0,40416.0,45267.0,0.9877779352031212,0.6950337821367756,0.0,0.0,0.6817466111233675,1.0,0.0,0.5928714412117677
29.0,103.0,18584.0,1982.0,1.0,6.0,18.0,122.41599123793651,230.0,2.0,0.27063874398582854,0.5718079782305073,733082.0,511765.0,59587.0,41169.0,0.43257727384434497,0.31805845410077,0.4970898566503572,0.0,1.1580449139525184,2.0,3.0,1.3477748735721589
28.0,140.0,17497.0,1986.0,6.0,9.0,20.0,155.0,134.0,0.0,0.5772477420262145,-0.055642298421123226,519999.0,567998.0,42000.0,44002.0,0.33679052669302795,0.9398408425246942,0.8787658265206656,2.0,3.0,0.0,1.0,0.9370222974902918
28.0,116.0,10055.0,1996.0,3.0,6.0,5.0,136.0,279.0,1.0,-0.16777341154282865,0.11802460322463387,469825.0,433182.0,37162.0,32191.0,0.3751792934736513,0.12629937660105842,1.241991231782243,0.7723538701224351,1.1866807071617018,0.8547751426161792,1.0648072645061146,0.5788918756585713
2.0,98.0,21999.0,1991.0,0.0,12.0,8.0,113.0,185.0,3.0,0.49003012227452714,0.4455885416071095,1110102.0,817004.0,86997.0,58500.0,0.4316740425998472,1.0,0.0,0.838569779114641,0.3615725702981799,1.0563775180363633,0.7674682526428576,-0.026493702616600057
0.0,115.0,30364.0,1982.0,0.0,11.0,8.0,124.0,211.0,4.0,0.6091536300927595,0.45630362298508187,1180499.0,895500.0,92000.0,64003.0,0.38530091202269534,2.0,0.0,1.2719725273708486,0.5296509129492107,0.927549323912459,0.5083016421073326,0.8100183419302259
19.0,139.0,15559.0,1979.0,1.0,10.0,26.0,146.0,117.0,0.0,-0.2462764927111023,-0.31208730724672673,297652.0,530145.0,24276.0,31065.0,0.7828352319736254,0.24365658240748825,0.0,3.0,1.5536002683596297,1.0,2.0,0.10259297200494755
22.0,155.0,27646.0,1980.0,0.0,7.0,34.0,169.0,241.0,0.0,0.20162886687778195,0.34592981111792825,487750.0,570818.0,40418.0,45267.0,0.7325628845960169,1.6768763509495324,0.0,0.0,0.6401614502076871,2.0,0.0,0.7942910090397802
29.0,103.0,18584.0,1984.0,4.0,6.0,24.0,122.48675405091132,230.0,2.0,-0.3578121191029448,0.3582430073158051,733085.0,511766.0,59587.0,41172.0,-0.03615833224554074,-0.4503225889750767,0.21859380017350738,1.0,1.3330400857808293,0.0,0.0,0.5898417202484054
28.0,144.0,17497.0,1985.0,0.0,11.0,20.0,153.0,131.0,0.0,0.2778255737411215,0.2536015335123014,519997.0,567998.0,42001.0,44000.0,0.051372253642543275,0.5901285743559816,1.1988019922528614,2.0,4.0,2.0,0.0,0.7661873310056818
28.0,113.0,10052.0,1993.0,1.0,4.0,7.0,138.0,284.0,4.0,-0.13120148198170953,-0.142512215451001,469822.0,433180.0,37160.0,32190.0,0.813696231724715,-0.49574943234601354,1.2044931739537255,1.0110600863988901,0.7648060446234264,0.6873236246831589,0.8430138967620986,0.42033743004243757
1.0,95.0,21996.0,1987.0,0.0,7.0,9.0,116.0,187.0,0.0,0.7682365318713018,0.017504191923017526,1110102.0,816996.0,87002.0,58498.0,0.48866297431040334,0.0,0.0,0.6662591137606408,1.0331481897454768,0.5368765214768179,0.007882730133180249,0.6953278126971326
6.0,114.0,30367.0,1983.0,0.0,7.0,7.0,121.0,208.0,3.0,0.7866561107032892,0.1590765568897538,1180504.0,895498.0,92000.0,64002.0,0.5673026719455571,0.0,5.0,0.7785065515136347,0.7539848295459476,0.9797504658688347,0.6064683971261142,0.5220656145491166
20.0,138.0,15561.0,1976.0,0.0,7.0,28.0,145.0,121.0,1.0,-0.02491729602322254,-0.17747050428312947,297650.0,530147.0,24279.0,31062.0,0.9752136324506148,-0.05527691516267635,1.0,1.0,0.485129340444807,0.0,2.0,0.9569731543053125
24.0,153.0,27647.0,1977.0,0.0,10.0,31.0,168.0,240.0,4.0,0.20391699497706975,-0.21232209547249525,487749.0,570821.0,40413.0,45263.0,-0.19343351371148804,1.0136673639839535,1.0,5.0,0.9171237535235711,0.0,0.0,0.3516307746313142
27.0,102.0,18583.0,1984.0,3.0,11.0,20.0,122.02588363003392,228.0,0.0,0.2709931383833586,-0.3092414465860164,733081.0,511766.0,59590.0,41168.0,0.22068160890120486,0.36930647957259605,0.5597726091116095,1.0,1.0660133109989969,0.0,1.0,1.5796168520015865
26.0,144.0,17502.0,1986.0,6.0,8.0,16.0,155.0,133.0,2.0,0.4721582544110019,0.28442580715118393,519997.0,568004.0,42001.0,43999.0,0.02694663704616751,0.22777575271467593,0.5914787261240143,4.0,0.0,1.0,2.0,0.7193968295157271
30.0,120.0,10058.0,1992.0,0.0,4.0,5.0,138.0,285.0,1.0,0.275619882416811,0.6588700746034548,469824.0,433177.0,37166.0,32191.0,0.5493793427933416,0.5937352212866681,0.22519918427251123,1.0090792777978528,0.38547994297617005,0.7927692409827661,1.0861548879042495,0.2298810157736255
2.0,96.0,22001.0,1988.0,2.0,7.0,8.0,113.0,187.0,3.0,0.5280533539287198,-0.272046545135675,1110100.0,817003.0,86999.0,58503.0,0.5159611761063955,0.0,0.0,0.4901784064057976,0.4772733713446142,0.07903807523338433,0.6209379261101443,0.6708322269393128
2.0,114.0,30361.0,1982.0,0.0,7.0,11.0,122.0,206.0,4.0,-0.27189401685676995,0.18110181905040754,1180499.0,895503.0,92003.0,64002.0,0.5894158944407858,0.0,2.0,1.1832202909669367,0.6926694622875585,0.614394539525637,0.32404510066008385,0.6010541153064255
24.0,142.0,15559.0,1975.0,2.0,8.0,25.0,147.0,120.0,0.0,0.5712427415891814,-0.4973828055012085,297650.0,530150.0,24276.0,31064.0,0.4486996504056205,0.24241086321487212,3.0,1.0,0.6051108981124089,0.0,2.0,0.38169856505798105
25.0,156.0,27648.0,1977.0,0.0,6.0,31.0,166.0,240.0,0.0,-0.1232379503922057,-0.06662206532753495,487749.0,570817.0,40417.0,45262.0,0.862846933622119,0.7841714130396364,1.0,1.0,0.596026433895024,3.0,3.0,0.8985843777496937
30.0,103.0,18586.0,1979.0,4.0,9.0,24.0,122.56753896752618,229.0,0.0,-0.07815075050540136,-0.23643429807909855,733082.0,511765.0,59588.0,41168.0,0.9037587828711986,-0.1649400440543185,-0.38612305523809787,3.0,1.3754636104674076,2.0,0.0,0.4576114736748632
27.0,147.0,17499.0,1982.0,2.0,10.0,18.0,152.0,134.0,0.0,-0.13289934524694103,0.3749362139128408,520002.0,568003.0,41998.0,43998.0,0.292442152040725,0.6408282694407043,0.5492367184172962,1.0,1.0,1.0,1.0,0.4631337819040653
30.0,115.0,10053.0,1995.0,3.0,3.0,5.0,135.0,284.0,3.0,-0.20733579901837765,-0.26640080928043847,469820.0,433180.0,37163.0,32189.0,0.7011642180971365,0.21042320950694124,1.1709088015481273,1.3765101347093145,0.326083181598603,0.7943138257699572,0.7965934190089908,0.22103685362584968
2.0,99.0,21997.0,1986.0,0.0,6.0,6.0,115.0,184.0,5.0,0.21668545735405859,0.5372565805221738,1110104.0,817000.0,86998.0,58500.0,0.717219562039132,0.0,0.0,0.8159868206167684,0.5605510655459094,0.7301280132470284,0.9434605002381817,-0.13374200208448506
0.0,110.0,30362.0,1985.0,0.0,9.0,8.0,123.0,210.0,2.0,0.041660864921779894,0.17315917311727194,1180497.0,895499.0,92002.0,64002.0,0.6574578735751164,0.0,0.0,0.8977007038049745,1.3631971384972246,0.4343254796607471,0.21501866021778104,0.2540597813030787
